10000 10000
350 5721 69675
3692 5998 43881
9103 9612 42205
1348 7585 58141
6510 4663 52794
7820 2520 86563
6001 541 9015
2734 4412 63193
3201 7345 91132
4441 1514 34163
4434 8011 12411
7337 5372 93653
33 875 31830
7014 2807 43030
6163 5535 5932
1443 1327 48224
7878 7324 79025
6589 9094 27486
2806 4149 99826
5151 1594 61689
3628 1845 58176
6260 4166 35
9101 8104 33964
7531 9832 1450
6822 346 79102
4761 6001 45717
6650 4333 35352
6592 8623 6467
5484 8 60244
4660 3550 61881
1945 818 60090
4238 8838 38399
2004 7012 44312
6171 8570 20922
3345 1126 35736
528 4740 1937
587 1573 25049
2906 3638 86660
4653 4232 8043
464 2887 75421
5613 842 16262
854 4353 35074
8171 277 55863
82 2125 73792
5354 5343 27558
6525 7883 96981
7496 4143 69786
6892 3471 43743
7687 4444 66432
4558 1303 54037
9899 9615 93677
2611 2266 65647
3878 843 63354
9111 1635 80073
9902 7514 3769
3814 869 8450
3149 3263 15493
7072 5210 27293
9607 1454 47320
8400 8127 52115
4487 407 65450
4564 6809 11269
7506 4857 82109
2789 2100 57606
3200 7796 74093
1257 9091 49921
5792 2514 49116
6458 4900 26537
7842 2372 11131
9858 61 59836
6734 9325 73776
6795 3066 51761
8542 7673 73462
553 757 8279
1385 7888 25995
8311 3696 16073
275 5026 49674
2365 6922 61148
8761 5313 75913
6018 5489 49072
4385 3512 79211
5251 7265 55911
741 8081 60977
3197 4994 1913
8576 3461 6806
8251 6864 64182
7178 1814 30384
8928 1711 46275
9697 4930 6669
277 7461 91133
7189 643 55321
558 1185 47320
4955 3975 46763
980 6752 88322
6206 8328 87672
784 2948 745
5668 5625 81127
9788 6325 32796
4240 413 15948
8228 61 61261
3361 3177 97807
1436 2638 48455
8785 3584 5232
4234 9085 23874
832 8916 11340
6331 7338 15712
6027 4906 17744
7221 3569 50343
909 1441 72059
3697 2371 32343
6392 9843 92405
9133 609 60997
2828 9646 69659
4858 1571 52222
5070 3866 15368
6503 8677 36795
585 2855 35510
2977 3975 39259
4897 8076 39003
1250 5735 98120
9246 842 97135
4356 4714 31390
7945 4501 4145
3663 9677 45234
3971 6316 9068
4763 7252 13861
3316 1768 89686
2003 8349 60657
2524 6031 76976
2370 5750 52311
1950 6429 54692
9874 3777 85946
5184 4921 6504
6671 8585 34308
4792 9639 51218
3864 4830 94432
6359 616 44692
199 3494 13019
8356 2861 70846
36 4300 87412
9743 3300 40147
7046 1386 38575
1628 37 44732
8597 337 44167
3586 8206 28307
9022 9702 1471
313 7034 45535
1513 8335 55821
4584 5037 50197
6816 7164 97981
8721 2300 40108
7966 7660 69705
7998 289 36991
9753 9951 60100
6019 5434 14189
7356 8182 64301
7917 4834 38515
3650 4661 71889
2233 2840 34563
9068 4213 65182
5054 174 41468
1866 6027 20417
219 1815 30291
2400 8413 99599
155 2561 12738
9915 7027 2579
2818 6231 62574
8930 5250 71398
8947 4564 14559
8999 6005 29148
9636 8547 12700
3158 2897 18956
9608 8845 71598
8471 9492 34269
5271 4071 49245
5534 3905 96623
5983 8688 25229
1573 747 12391
401 4317 39332
4882 8615 94891
9170 4336 87279
2832 2492 65280
8898 6903 44212
4902 1122 86057
6749 3378 4487
9237 8025 49271
8092 9703 86825
1712 5609 50651
2693 7317 65699
696 7717 67306
5480 6950 98213
6404 1078 5191
2002 4989 26501
8384 7982 51589
3443 4643 40787
8301 4900 14048
2273 6788 90552
2393 7031 30808
4136 1949 69424
923 180 27305
9775 1561 73290
2521 6133 70940
9327 4332 26246
3812 8706 42414
155 681 81991
8251 6742 20480
4942 2859 71666
9036 211 40324
3631 1125 76352
5770 2633 79786
7090 2551 32897
1697 9797 96426
1457 1357 25786
1426 2167 49798
5632 708 1606
8860 8734 13281
4543 551 53583
2274 9010 97973
2829 3980 34775
1140 9331 65512
6442 3023 53848
5196 9956 8626
8215 361 7045
5700 2312 87613
1357 5829 84854
6770 6075 61169
6691 9491 28946
8578 4992 72597
3541 8235 81946
6258 8143 2860
4856 1474 83414
8164 655 83528
7296 7194 94596
4117 9224 52715
781 954 42830
191 3784 10898
6828 3114 35499
8057 6386 90106
4840 9418 10586
7876 2263 36673
2468 4979 34760
8041 9849 45370
3777 4595 84776
8758 6300 90524
4172 3438 19298
642 1335 20359
6973 1435 67107
2449 4660 5343
4840 4607 86508
1881 4050 24427
2818 4399 37481
779 1813 97604
4779 6261 12006
6114 4627 15686
4238 5808 83957
3863 4800 13461
4641 1616 23998
6595 2377 88703
5768 9610 18876
2269 6022 93678
7315 4187 91311
1144 3431 47885
59 4313 24966
6887 7734 19568
9642 109 8613
3817 6808 50869
9434 2831 60082
4105 5786 8089
2340 1978 20580
628 6024 98107
7990 731 5964
4712 4123 27050
1295 542 7008
4227 3668 83607
1819 7767 75047
343 7684 1113
5263 7613 52878
8966 7365 7432
9191 691 89801
1425 9681 75846
4175 5228 51317
4004 3707 83097
9013 8109 21475
5396 9744 544
8512 2476 33214
8013 2104 52370
4494 615 19340
3480 2141 80860
3694 2483 84898
4650 3045 46285
9789 1611 77651
8463 8158 39499
4152 7789 4867
3216 5012 4284
426 6045 75520
4824 3814 7323
9540 2777 61957
3945 1195 83455
3497 5857 84778
6123 3343 48143
649 6975 50655
1956 1278 56716
1008 2116 72617
2801 349 98333
4814 2826 94428
8314 4873 12553
9353 4763 29434
6483 2164 77098
9987 6067 25006
629 1637 29594
9661 1461 27793
4517 8766 94805
3321 5996 64453
9372 8815 6776
7684 7326 65749
778 5668 55252
3864 6834 57695
9481 9793 84314
8078 7310 67065
5780 340 13073
9964 9924 45829
9931 7296 91891
6242 2637 1929
824 4158 9703
165 9755 35090
6725 2100 8676
1372 2058 54780
7288 6449 70370
1724 4770 2785
7232 2576 14780
7156 7707 721
3227 3944 590
3431 6506 89795
5958 1946 55653
1348 4087 58721
5206 7943 73428
9166 7969 59439
3682 8982 29692
2613 7094 68435
3732 2606 48521
5521 4096 54516
3415 3828 44995
2243 8097 87949
5769 1135 10428
950 3914 58301
7872 3825 73681
9851 5886 32130
7633 2114 57346
5205 5307 61037
4058 4552 61629
5747 6736 65487
6086 6002 11532
6292 9440 51179
1134 8879 27723
8559 45 29576
4614 1628 60016
7868 2580 90151
8058 1535 9861
4671 3791 22962
5760 4671 68241
2846 8529 90851
7431 8626 84992
6256 642 61604
8950 4316 40241
9052 5008 3403
1655 670 7346
7067 1724 29308
6502 785 26798
9964 2121 16851
6840 3973 72779
9747 1004 81439
8439 5041 7705
8054 568 12523
8955 8703 27826
5161 8810 90645
9368 2832 95889
9798 1431 53749
5407 2657 99538
3237 8299 20647
7985 8228 29553
272 8252 67380
3666 7594 26610
5919 3673 83435
1780 7024 33862
1200 5683 65262
6642 56 23548
6187 3578 76286
6212 7773 45900
9524 7243 68345
2295 824 7785
2594 7475 8037
8968 7804 5698
3890 7641 32567
2437 6600 64669
6503 6810 8886
6030 3307 22086
4048 2782 33899
2848 4093 17138
9074 6534 74757
6991 6587 24985
2834 2847 50180
3667 506 5677
7139 5908 25850
2519 9667 15413
2388 878 79362
5539 5395 69781
1387 657 59512
6981 1794 21109
5322 961 57749
3263 7050 54675
6703 1300 49906
4069 8903 59103
7891 6500 87595
4533 1910 46455
3182 4949 91214
2760 5789 96907
5678 106 51121
7016 8070 65038
7150 50 97202
5137 6660 91207
3001 2421 77530
2258 3677 17507
4532 5367 57982
6475 6786 67014
5081 7605 41061
9896 7931 34409
4152 6047 14660
1549 7263 81199
7096 8335 1401
303 6525 78508
5886 818 44293
9405 6329 92146
6452 3024 52954
8153 4653 29201
8223 5310 51204
1724 4354 31999
4043 2411 26521
3411 9200 6521
1518 7037 36181
7586 5415 49533
6870 1907 85869
9976 7410 6110
7196 7905 62457
9729 6410 60138
8207 9939 82469
5625 2169 70976
9301 54 56595
4396 4862 4763
2470 1105 74344
9985 4122 27109
3122 516 73534
8568 8966 81827
117 6198 79556
67 8044 58158
6135 9501 18021
4760 7987 75249
3299 9103 21237
5325 5335 89424
9202 6183 49527
4589 7911 57639
5490 3205 29412
6417 6103 93283
890 4537 4484
8121 6205 570
8078 7232 95019
3641 3114 16954
4806 238 48294
6417 655 73556
3847 2500 23570
2577 5859 69144
9162 7674 20032
9812 618 59903
1333 178 9860
5698 6161 84641
9191 3958 55168
4317 4528 61111
5408 8597 50889
9571 7142 15318
6719 4261 65816
2994 5178 1799
7862 6672 31865
7939 4849 72261
6996 9956 24188
8368 4241 84347
7489 269 59699
1189 6654 66915
937 7918 32875
5807 9524 76527
1993 3779 79828
2726 2406 69123
1092 5842 75465
6367 2743 46352
4114 9305 95501
2408 3454 16853
2091 4677 22737
864 2068 86215
1597 658 13851
6562 953 76168
881 5168 23290
4840 2304 93075
5045 8883 70101
3106 8344 60643
8813 1112 32938
6765 6422 93043
9318 214 30207
9058 3594 76939
6636 7188 34595
9082 5178 17188
2944 6224 43028
6093 4604 67670
4569 4234 69575
3753 6740 50691
5971 9535 5779
7914 6292 73918
2948 9450 42379
603 5660 89699
9887 6655 21099
993 49 37956
4489 3412 74005
8181 84 49311
3588 2502 60461
7697 5719 11707
6887 9747 63701
2892 7890 72075
6919 8747 6987
7983 2859 28385
4375 7111 75792
2919 6369 89229
8053 484 30865
2682 1810 33545
8951 6454 96859
8889 6228 86591
2891 2665 52658
7929 6152 57374
6235 9706 9010
3368 9009 23628
3800 9508 73693
6530 6215 42633
7393 8763 97353
6076 7550 47651
1259 6382 98523
7930 8753 21982
7177 6148 54028
1223 1811 35441
5528 4807 42146
4087 376 64769
9009 856 57255
7565 7278 81811
6078 6909 4187
3802 2122 86434
990 4768 91861
621 239 38685
4402 6140 3715
3055 9427 33757
1981 6522 37582
104 3508 89239
897 6185 1624
3522 5909 26042
4259 970 83218
3840 7605 19478
8687 9790 92719
5836 637 46094
8842 3252 28287
2382 6053 24341
6756 3773 26670
8150 7084 35525
1346 7107 9347
6195 9296 56970
1291 5624 15953
4300 7598 56403
181 7338 35489
9542 9736 98303
8010 1021 9665
9270 117 35681
5068 6305 36784
2265 606 89413
9170 133 54801
2763 3882 10106
2133 3988 20521
2292 3788 31264
7180 3824 31124
4448 8156 37432
2417 505 93124
8116 6266 15630
2057 8836 32173
6944 2361 34825
3282 8992 40444
1526 1659 6866
2551 3640 73283
4751 7674 47192
7150 5503 65912
6660 2258 47078
476 3950 37627
9173 8914 36976
9027 952 64601
1834 8103 6911
4717 8920 23387
841 1538 22572
3590 8258 61776
5799 3001 50785
5500 5722 29038
2627 1733 75067
4023 5610 66849
9816 2862 28866
794 1572 9576
6675 7973 12383
8469 4244 87901
1508 9487 48355
5222 8338 54165
9869 9924 6165
5764 6293 18056
5592 2778 13941
7511 5644 75232
2321 5361 39938
156 5111 42957
495 6465 61297
5389 3773 60490
3456 7630 27020
4912 6991 28488
8407 6688 38478
6879 7844 22636
9924 5361 13627
7101 9445 29594
9596 9242 17916
4167 9523 86668
8893 2380 56337
439 7103 14687
9725 9916 46393
666 2058 81812
9348 9293 73751
9828 1882 25606
1553 3209 61982
3494 8579 53968
2711 8875 29677
186 9374 90453
9722 7714 25385
2374 2521 85400
2510 5250 9608
3321 8361 75884
9312 1656 28425
1988 2569 1050
940 1920 3466
9904 5030 6534
5562 9484 54678
7935 2773 55428
7923 5907 5803
9135 7789 92249
3507 9977 76291
6862 1450 30444
5741 4723 89604
6394 2659 88646
2368 8108 76997
8839 64 32840
9499 9480 1775
9065 2882 73301
264 6846 94182
4816 5658 60090
489 1253 67155
2793 9843 48415
273 1241 72534
3906 7344 5634
6095 8798 73520
4711 5470 81368
8979 5447 18430
4361 9107 98295
6059 3892 42601
6625 9068 66864
3466 3875 37632
8401 7503 16478
868 5949 71497
9780 4024 38677
2223 347 29226
4535 3945 85468
3611 69 55152
3685 1945 75050
9609 4045 95923
1716 6983 55659
1924 2466 73709
4452 3694 29859
2407 8103 14943
7479 449 70998
1627 4103 48577
3352 8251 81456
551 5979 94645
7330 8443 70222
8314 7499 37920
3653 1616 22886
2381 2175 19893
4827 7981 18623
7486 2957 56073
3402 8824 20758
7708 7548 63891
1249 4594 45165
7883 8955 62025
3567 2774 45561
9587 5245 15742
374 5379 58659
6347 7121 69618
4927 3836 23561
8038 1352 41507
7638 7878 37541
6003 5052 86527
3225 4184 79664
5934 4523 61824
3985 1703 30444
2608 326 90327
432 454 31735
8977 1264 91379
2865 3123 69332
6709 6247 98130
506 7673 59865
8041 8122 44592
4196 713 83360
1732 4313 81269
697 6433 8929
3265 8786 67848
1664 2832 9959
268 14 18409
4388 4029 89511
4981 3094 11425
9483 5000 29786
2685 7345 69244
8497 8642 20911
7039 6034 3981
1618 7241 4269
3696 3414 86563
7776 3798 10403
3202 8208 39049
650 8148 68348
3787 7708 67006
9756 8071 85308
7102 4707 26439
4689 3818 26884
3253 932 70223
7762 2496 88663
745 7063 1783
9296 5844 20819
7238 5876 12403
5237 5316 15381
5759 2859 24665
6993 3329 68752
436 7533 63303
2631 506 3810
5425 9608 29856
9831 9312 51038
79 1570 45928
8329 3090 7424
4131 3827 27140
540 2122 86763
5497 9407 54873
7461 449 53147
4118 2673 73034
4989 6996 59196
1895 4427 73169
7044 4763 46417
7328 4128 62435
3145 2799 72298
5003 7352 78049
2655 7286 8572
2806 2587 9780
7311 2870 69855
1996 9469 83632
792 473 29525
7397 9689 7791
5218 7895 19559
2470 269 72875
2232 8930 87919
9519 5463 67186
1554 2279 57060
1377 1106 22430
5020 4811 32060
2428 2221 52962
4654 3729 99553
3585 8718 22188
1222 7649 27945
4835 3251 41917
5481 8715 74899
7215 1870 36312
9321 2626 65517
2730 87 32063
3521 4081 70568
50 1007 44440
3989 5018 71067
7079 6130 37390
9008 7422 86874
182 4589 40536
7066 1953 2285
7462 498 1149
2773 5818 81025
8559 6764 52479
7838 5711 2956
1864 4341 57436
4153 4221 12439
7353 9227 78043
7177 5601 66662
7633 2367 64260
3680 1155 45552
3947 5459 12252
8717 7887 3106
8142 5024 21668
756 476 34073
5964 8085 67443
1107 5420 16749
3854 1669 75669
7202 3661 132
8013 9846 60433
8370 468 95479
5389 2174 92791
5427 7566 33232
5821 5582 61279
620 5768 66872
9748 3622 71071
5006 7686 67208
8070 6757 64951
4769 53 11342
9090 273 31097
3696 6798 48557
606 1323 61061
4454 5202 25112
4422 8552 5438
8353 3346 86581
1711 249 37398
156 2769 1396
4165 4709 16371
7802 3127 74680
871 7673 60553
4460 7926 45566
9885 756 281
3539 1714 92966
6845 4530 31318
3542 8817 59319
8484 4546 2439
5101 3606 45004
3989 5535 13800
4290 9003 19944
1822 2207 28055
5135 7371 46082
8507 6644 85343
6993 9985 43823
1128 5751 94612
4554 3949 66802
8833 4553 49374
6237 9867 58114
4624 5440 86431
707 7957 44106
6471 1371 95170
7534 2912 11340
2529 5444 65229
1241 9108 2008
5459 6450 77327
4294 3156 32202
4058 2453 40186
3243 2882 76381
198 3301 23358
9018 3368 96433
6151 280 47564
1375 6277 12043
2560 2709 60336
4037 8381 83856
3491 8950 33429
9996 5832 96212
124 3550 80945
786 9330 2070
3857 4525 73314
2775 1193 10055
7983 304 45520
2399 2473 19289
2063 5778 99908
8950 8230 19627
6832 1065 39840
2461 3115 86837
9605 5926 43904
8257 1165 88910
53 1702 78422
2939 1705 41699
5696 1881 24124
6622 3294 80952
2113 998 60005
6708 5362 61218
8631 9963 50849
1898 700 18318
7 7843 45627
4679 4043 95690
4356 5616 31000
3413 2845 1065
8453 5088 40393
4292 6117 30057
1755 5559 85405
648 8149 29431
8293 5300 17516
5097 3419 23292
1450 3754 6821
5214 1503 49185
5967 1539 27629
8284 815 43288
6971 7840 2740
6239 4254 30287
8 1346 87626
371 9977 56190
3765 22 79193
2485 5439 4056
8292 4319 41429
6736 1409 42073
2964 6031 30862
4856 5999 20451
7263 3126 30115
8448 2791 93782
2847 7498 8754
509 5306 45393
1482 4384 720
5665 5442 12423
1698 7070 39543
4529 1674 98221
8733 9651 21797
3030 4098 41662
1216 1718 70364
7037 5522 31428
2409 7748 59473
6688 8316 83447
9730 8034 9463
2714 5531 78746
9168 7820 252
9063 6560 10144
9316 3815 26517
6042 4537 43449
5707 7885 86206
6137 6552 32311
398 2953 66820
9015 2949 66432
4149 6190 54482
2816 7574 97441
1602 5531 20699
8778 3240 3154
776 2415 46166
4995 2291 83026
1528 2104 73625
507 9497 49975
7846 2694 69605
2125 7170 7094
2651 437 43441
5863 1148 93709
2870 6537 70151
1481 1828 11183
5809 4370 88941
9638 9787 13398
4072 5028 72063
4913 8498 74275
6715 8204 48788
6599 2535 40355
4801 8169 18978
634 3448 91724
3488 5748 41270
7147 4541 81449
3379 4909 46833
6539 2447 570
6596 1250 23926
4240 7144 31426
8261 2253 77564
7712 2330 51881
9527 9599 77346
4972 6731 42701
1503 9918 23133
9087 411 21845
251 5603 39694
8409 2623 85637
6311 4194 37619
4763 2799 16378
9881 6710 77561
6616 230 18742
6897 9149 50092
8174 1722 58808
6021 319 34729
8389 8354 96504
1048 4884 52918
2194 700 57006
4030 5776 53252
4910 6847 72792
7654 1354 8877
5362 4779 24880
9886 2292 10961
3489 2796 9752
2966 2281 76156
9662 1169 83691
3432 7366 66094
9661 150 76116
577 6814 32768
6748 3399 90979
646 5780 43204
9201 9016 14572
1050 7000 11360
3152 9561 39146
8026 6978 34823
119 6985 75590
7670 6640 31648
848 2401 31832
1418 8502 30578
352 5538 54587
5121 1870 40834
7548 5827 84242
5452 5255 19535
9748 74 30784
7838 5709 42412
1328 8967 3415
8355 8623 42490
4977 2175 89386
4446 7935 10642
6554 5106 86178
120 5950 98784
3245 7605 13907
4046 7960 51758
2688 8775 26142
9985 9478 36904
5104 2969 62484
9146 1840 83594
4285 9796 46584
1789 4740 79719
8275 8202 90997
8734 5247 62871
9480 8461 73407
3066 1359 53660
3178 916 56566
3433 2081 93735
5382 894 31652
5798 4452 6495
6883 2179 27693
2742 3464 2457
2143 8401 90081
3353 2210 10534
5326 1601 41883
2172 4064 61302
2966 8866 91411
9599 4806 57193
4042 2473 87961
5536 2162 89630
5043 2364 90588
2182 1562 54819
5176 5405 48650
4831 6447 52162
6285 6827 80253
2740 7250 44475
3297 1159 19125
6989 6353 13131
4808 3037 11162
2266 4545 48126
4447 424 19303
3297 3718 90677
2382 1301 15814
9944 7983 60222
1976 9939 41578
3514 1726 88354
9535 4960 15886
8601 5305 87156
9012 757 21490
2629 2470 60026
8614 8334 38338
9441 4735 29377
905 5513 86508
3794 6978 90690
1963 8890 81143
2878 1684 88179
1643 7303 27637
6230 1344 48921
5375 5240 57604
1195 5412 63238
6121 3218 50021
1914 9473 86631
2196 4121 8061
2309 5467 87946
5169 721 91963
9484 7086 28744
839 743 99555
2166 9172 27421
2514 4843 57012
8139 2942 9167
8055 7766 37595
6248 5063 38767
2228 8701 80788
8383 1685 70056
2073 8796 89718
8276 3034 64749
1877 9016 53134
131 8433 48920
3662 2555 67818
6531 9933 510
348 2189 37017
2152 8063 32484
9351 3852 35535
5210 9589 38277
321 5059 68243
9874 2217 57519
9315 7148 98060
9906 8613 57220
3560 7722 84626
1409 4259 86961
3005 7848 94708
2709 3919 84703
2506 3714 19659
4073 6875 84704
8272 5488 49495
3466 4668 11128
4249 5518 4046
5879 8585 54303
4647 1696 41671
9495 292 93401
2668 631 48625
8308 4260 95626
8503 4238 36776
6490 7404 31762
1459 5468 34274
8183 704 69113
7105 6529 69299
8491 1726 51295
4885 1030 8294
7722 1556 39844
8 9794 90340
4574 6683 62900
8259 2730 60974
299 9896 25042
8797 4471 80153
1883 7552 64118
4663 9494 41427
6850 791 89287
5399 4459 36727
1511 2124 7277
4773 1230 38775
604 9590 54082
904 8790 2908
2724 9527 67504
5258 4898 14755
2114 7064 95689
736 455 18726
9657 3790 92352
8737 8860 4109
5062 6884 38596
2495 8352 27089
1241 7899 40268
5883 1206 46894
2869 5778 7325
8784 5862 52366
5999 4562 29763
8579 7596 37110
8643 4731 23710
2298 8455 43561
2548 9855 55341
1960 6205 71443
408 58 31587
1171 5278 27503
6827 7008 21070
261 5740 60604
4077 4355 80471
9472 1663 69497
8551 3590 78356
674 618 16171
1691 635 46450
1882 6196 12819
667 8526 36967
835 5168 48258
2305 8497 11924
2855 7355 64251
6438 5734 47788
9253 6183 3533
7381 8861 66183
9076 795 10500
9428 8727 32010
3779 318 39245
1752 3717 26016
9700 9106 89929
1917 5249 54644
1257 9676 66894
5081 9384 9625
1683 1316 5424
7240 2960 10253
1698 5438 9050
7323 6090 28061
7634 9530 47536
1232 6261 5671
2704 5649 94563
4931 3078 86273
764 4918 2223
7270 693 88287
4461 9133 71014
2509 7145 10501
6029 4756 44540
8469 4787 79082
2375 3157 38753
7207 3313 40402
8080 6429 68576
9280 9949 27144
3386 7709 8234
518 9358 42695
5512 3169 74731
7182 6813 6775
3141 4239 51574
4077 1144 18463
6840 9868 28092
3205 1524 29574
4533 1369 60425
2817 3063 88481
6816 5569 16226
7868 7700 42031
3626 4439 35165
155 7517 49978
2085 2155 71145
6523 9182 24165
6705 9751 15353
5989 9091 4228
2686 6405 78468
5302 5353 96675
2065 8137 18076
9011 3063 57192
673 4895 77018
5688 4550 82790
2245 5860 79448
301 4001 95128
9052 8212 54106
2261 2137 56692
6683 3953 95020
5273 8579 33686
3314 2649 65717
4408 7918 42882
1204 9899 27206
5884 7202 32450
4180 3929 56582
8670 2993 10265
9428 8011 92081
4483 1777 57212
3634 8567 22812
4029 8656 30992
1974 7033 53999
4919 1847 59504
7005 4215 49318
7673 9709 47241
2399 5334 44513
5339 8382 26959
1715 809 65668
3807 1461 9148
3971 5600 81880
734 3790 39037
8369 9432 97330
2673 3817 13990
8805 2132 99224
1494 8172 40515
2078 5630 44421
1343 7140 90473
451 4803 93019
7206 5476 19798
1364 8441 97155
1849 3070 32659
2787 4273 79051
2537 9047 50728
8567 5542 96064
5943 9147 95554
2050 3399 90362
4363 4083 25013
9501 8852 65934
9190 8960 18785
4944 9697 70957
6317 4706 67721
1096 3441 94994
194 9576 46061
4129 3410 10123
8595 5757 90502
3901 5881 95520
3543 5248 56274
2892 5055 25231
7264 4016 96289
1727 6105 68390
7510 832 17074
3507 5379 35733
8361 272 5160
3236 9461 2458
9734 9945 13711
8700 9343 77823
7834 2680 23910
19 2963 69772
5936 1681 94625
2683 4200 87832
8800 2954 31558
2625 1761 29717
8248 5735 10999
7535 9800 32910
2753 256 99612
142 8517 29105
980 8894 9926
2112 7037 89936
1134 3213 9380
185 9754 81005
2527 6274 70301
4350 7857 67807
8193 8143 68917
4679 9341 22808
2743 8196 46775
3638 7358 34379
5275 1498 69441
2463 9981 93560
5374 8339 10279
7953 5394 47339
520 6604 55111
2614 9037 32026
5117 735 43623
663 1614 98126
6522 9032 11015
2458 5172 80245
8525 2288 67604
4295 4087 59765
1791 1417 2069
1433 7044 82520
7344 3771 36777
3135 7576 83099
9747 7152 20209
6431 4859 96825
1872 5787 54735
3310 3121 11386
1621 3240 18861
5827 9720 84545
677 6804 16240
7946 5863 80590
6985 5592 32118
8228 4636 15278
1394 8271 87935
6141 3035 41932
7574 5270 91388
7938 4571 16065
5448 6858 90660
7826 8674 84393
6804 1550 64495
2324 1212 9011
7300 6093 44520
2097 5981 47833
8745 7295 51272
6624 1037 17666
6302 9112 82874
4316 2265 2257
6366 3859 75672
9291 2909 80815
6416 824 33325
7163 5159 25507
9651 6711 17235
5690 3738 92541
5863 1614 2536
2905 2166 40268
9576 9125 24460
9912 7746 89449
5337 5676 87365
8414 8716 71745
4113 9594 49213
3555 6565 29875
9622 5266 67311
924 2696 59775
7215 9140 34772
6642 3770 55691
3361 7486 12679
1155 5866 3321
1241 7424 80415
9317 8528 95026
7312 2809 69116
1270 4767 31461
7463 1421 92694
3639 8767 53724
6743 4246 52342
8134 5522 82932
8207 7525 17593
2668 4750 54836
8537 3007 6898
7566 8527 36176
7691 7211 28750
9057 9016 18711
8283 621 49631
2658 195 63574
6927 7832 24731
7631 8513 31436
2946 8745 32430
8817 9848 87138
951 3776 63076
5836 9220 26431
8762 6433 19321
9949 455 88471
4313 9048 30395
2569 2744 2919
7703 256 80612
4173 2183 73110
3029 325 16262
9679 8279 25815
9279 5557 61109
3576 7701 8656
8242 9794 23993
1438 1851 94215
7549 7178 80755
869 7837 47168
8489 9407 13578
5437 8039 30261
5971 5194 74134
6302 5542 5322
3889 2832 31154
3734 7302 26552
5211 5666 70342
929 5136 10662
6583 8101 35323
5616 4669 98578
1184 7991 56596
7172 2535 29048
7569 2937 83482
3105 2844 18850
2443 9254 57741
4735 565 66983
441 5857 91034
7206 4823 61414
7575 1957 99440
9196 1578 93013
7749 9528 22905
7080 7760 59403
4465 4689 5364
2023 7350 44748
5434 8299 20293
5550 1226 74039
4211 5641 8101
4444 3714 82298
5359 9615 5863
2886 9072 91221
3081 6447 29743
3408 4554 15008
5103 8845 47850
6469 4832 1334
6147 8537 11294
5895 6624 66404
8072 9174 97566
6798 6074 79386
6245 6138 40026
8032 3169 52087
5568 2475 45822
342 3210 65849
1542 9164 40827
7890 591 27072
5678 3511 71552
7005 3101 53772
4343 5510 61354
5386 8258 12673
1795 8479 80676
4359 7300 14782
2812 5802 91423
9497 7195 38533
6227 9730 54788
2434 8939 45506
5980 4271 14630
1943 8652 32750
1634 1522 47747
1658 1192 86757
858 7326 94546
7653 8520 62290
5063 6860 83539
2498 3755 60513
8524 6429 49140
5634 8238 67004
6023 2869 21026
8559 2071 84231
3881 4105 65196
9398 7150 43538
1420 1751 60250
5239 6970 58517
1204 1371 49526
3801 5349 20292
6255 6093 70937
3595 9982 82422
4819 1438 5677
5047 9713 21338
9710 1313 26662
3809 1956 30849
1015 8387 63587
2675 9292 45792
1708 4114 27857
4566 9558 30589
3921 465 75306
6635 9270 89653
5164 4186 93412
3769 5958 95423
4214 5844 22400
8992 5528 9454
3929 6900 94096
2317 8365 26547
5487 4040 60063
8467 4294 71352
5972 7432 91334
6150 6146 52242
8683 8738 49237
6816 3529 45336
5490 1668 32091
2451 9012 70254
285 7508 1151
9113 4539 92291
6563 6320 34715
3747 5193 67794
4919 815 78769
5162 3844 51455
4484 9911 81519
8698 4664 27350
7694 6851 66461
6684 6551 67589
9185 7815 11723
611 2268 81692
5944 9986 33039
4505 3382 766
8097 8103 83101
4134 125 58493
4067 9172 73920
1716 4113 37197
3424 834 42245
7181 7862 53922
8888 8241 25683
2760 453 66849
1113 1411 11797
8976 3121 95357
6358 2969 718
4518 1379 12873
5812 8860 68386
6040 3322 96056
3535 9771 90897
3819 3574 88951
7789 2239 47147
6162 2945 69153
2525 8161 37377
6295 8990 23682
4181 3014 67835
5739 8513 54794
5593 3521 58621
4227 575 25967
7973 7962 33482
8411 6101 22524
2742 8337 70670
5902 5923 72114
3901 6151 5358
2663 3490 41187
4975 8865 22425
6093 7023 73975
871 4665 7755
3000 1110 60693
7931 166 4357
6549 2371 37939
5650 1081 62636
3384 2590 23903
1845 5629 71598
6808 5493 46941
2364 6236 97697
2949 7111 22690
4656 7462 51732
9316 1408 91913
6876 8491 11689
2481 1833 29905
5726 2175 83899
8670 9698 45196
4273 644 18068
5828 3411 78555
7876 9832 58958
2779 9721 6430
1590 2661 22126
3267 3041 20880
5425 7739 474
3995 14 61297
6464 7735 17707
3904 9643 83353
5610 8391 43189
619 178 75241
5637 5556 17438
1409 558 38799
52 7756 29418
3793 9416 97883
5203 5395 55134
1839 8662 43856
2016 3494 54438
1529 1518 79353
7100 2381 20588
3874 8992 38956
3915 3367 49462
614 1355 97131
3647 3393 5435
635 6840 78782
7911 1949 95202
8252 2915 61196
3984 4186 54119
8185 2852 53849
561 8826 10270
8627 3586 6430
2877 6765 26154
9057 8906 78406
268 3668 56815
5111 3708 94195
3822 5604 85023
9435 1497 56258
3720 3018 50842
6536 4490 29866
4367 3059 34942
